n_agree,n_ans,n_article,n_ask,n_collection,n_editlog,n_followee,n_follower,n_thanks,n_topic,answerer_id
1,5,0,11,11,15,18,6,1,2,liulong
147,20,0,2,0,10,53,119,39,44,liulubin
23,8,0,0,7,0,211,14,7,15,liulv85
0,0,0,0,0,0,0,0,0,14,liumeichen
0,6,0,0,0,1,53,7,2,8,liumengting
3386,64,0,28,0,127,140,2104,876,6,liumin
30,16,0,1,2,9,30,108,15,1,liuming
145,31,0,3,1,17,70,186,43,9,liunian
297,109,3,60,5,421,136,345,94,3,liuou
1755,54,0,42,5,193,109,1619,511,16,liupeilin
17,17,0,0,3,1,339,53,2,44,liupeng
0,1,0,0,1,0,9,4,0,4,liupengfei
42,12,0,4,0,10,117,30,16,6,liupzh
88,30,0,1,0,1,27,110,24,23,liuqi
47,12,0,3,0,14,52,49,8,7,liuqian6k
121,23,0,1,0,23,37,277,40,5,liuqiang
4,2,0,2,12,3,31,12,2,1,liuqinghang
1,2,0,12,1,129,10,5,0,31,liuqingli
0,2,0,0,0,0,2,0,0,7,liuquan-70
32,18,0,2,0,0,2424,40,10,50,liuquan
18,26,0,11,0,11,22,31,8,7,liuqw
0,0,0,0,1,0,3,0,0,57,liuran
0,1,0,0,0,0,7,2,1,0,liurh
8,7,0,2,1,3,13,2,0,9,liusa
1,2,0,2,1,4,9,8,2,1,liushipu
2,8,0,4,0,5,36,21,1,29,liushuang0607
1,1,0,0,0,0,3,5,0,74,liushuifiehong
1,8,0,0,0,0,9,8,1,53,liushuojia
400,47,0,19,21,28,190,170,107,92,liusihao
337,16,0,0,4,0,61,40,101,5,liusinan
65,17,0,17,13,43,114,29,30,23,liusiyu
4298,156,39,2,2,15,179,1550,816,26,liustein
1,2,0,0,0,0,3,7,0,6,liut
169,90,0,4,12,152,243,113,49,17,liutaihua
14,39,0,2,0,6,8,16,13,3,liutaipei
227,68,0,1,0,4,19,70,49,13,liutianyu
62,25,0,27,9,56,185,39,26,30,liutong
1,1,0,0,0,0,1,6,0,4,liuufo
24,15,0,12,2,35,341,27,11,1,liuuze
100,55,0,4,16,12,65,17,28,10,liuwei-82-13
6,9,0,7,0,42,153,93,5,1,liuwei
16,5,0,1,1,1,73,136,6,6,liuweifeng
1,5,0,2,0,6,5,19,1,21,liuweiheng
0,2,0,0,1,0,3,2,0,6,liuweilei
183,80,0,56,0,121,1,17,40,8,liuweiqiang
0,3,0,0,1,0,21,8,0,1,liuweiren
0,2,0,0,0,1,6,1,1,8,liuweisan
0,1,0,2,6,10,61,9,0,4,liuweixiong
5,35,0,5,2,5,69,96,5,1,liuwenjie
3,4,0,0,2,0,81,18,0,27,liuwentao
0,3,0,2,0,5,11,3,0,10,liux
0,0,0,0,0,0,31,6,0,20,liuxh
0,1,0,0,0,0,12,2,0,0,liuxhao
34,17,0,3,1,12,61,27,26,4,liuxian
66,30,0,29,14,171,123,34,24,15,liuxiang
1,2,0,1,0,1,11,13,2,1,liuxianren
0,0,0,0,1,0,18,16,0,1,liuxiansheng
276,75,0,37,4,230,330,296,83,5,liuxiaobao
1,13,0,24,1,16,90,20,1,4,liuxiaojun
6,10,0,0,0,1,28,100,2,38,liuxiaoli
10,26,0,2,0,0,4,7,6,14,liuxiaoliang51
0,2,0,0,0,0,1,3,1,0,liuxiaolin
196,31,0,3,3,12,99,90,82,23,liuxiaotong
455,82,0,18,1,165,63,674,176,69,liuxie
0,0,0,0,0,0,0,0,0,5,liuxin-39
129,18,0,2,2,1,155,28,28,9,liuxing
58,62,0,23,1,52,147,78,40,2,liuxing429
3,0,0,0,2,8,10,14,0,28,liuxingtongxue
484,57,0,13,8,12,187,238,143,2,liuxm
16,22,0,25,13,358,60,28,10,3,liuxm90
10,7,0,0,0,0,4,9,8,14,liuxs
1,1,0,1,0,0,7,6,2,0,liuxudong
1,3,0,1,1,0,13,0,2,21,liuxuexin
72,13,0,1,6,4,60,61,13,4,liuxun
27,70,0,22,3,7,11216,2049,17,4,liuya802
21,18,0,1,6,6,635,62,11,70,liuyang-37
0,4,0,0,2,0,32,5,0,2,liuyang-40
13,4,0,6,0,8,32,47,4,15,liuyang
244,100,0,22,2,164,34,54,50,7,liuyang2017
0,0,0,0,1,0,34,14,0,4,liuyang92
0,4,0,0,20,0,86,14,0,3,liuyangjing
3,3,0,3,0,5,7,9,0,20,liuyanhui
148,19,0,2,4,6,57,122,49,18,liuyanxiang
8,2,0,1,0,2,10,4,0,6,liuyaoself
599,18,0,0,3,118,253,24,86,10,liuyarui
3,4,0,0,1,0,8,7,1,15,liuyelei
0,1,0,0,0,0,1,2,0,7,liuyi-17
1,2,0,0,0,0,2,5,0,129,liuyi-wu
80,13,0,3,7,11,88,134,17,7,liuyi
189,110,0,11,2,50,150,66,61,10,liuyibin
496,62,0,22,0,204,82,1196,112,67,liuyiding
2,2,0,3,0,1,27,6,0,6,liuyiinter
55,31,0,3,1,15,140,43,27,11,liuyimin
48,13,0,0,19,15,297,28,16,16,liuyiming
0,1,0,0,0,0,3,3,0,2,liuyin
741,69,0,6,4,18,303,468,159,24,liuyingbo
0,1,0,2,0,6,247,57,0,201,liuyiwei
27,7,0,0,0,2,17,63,8,17,Liuyixi
0,1,0,4,0,1,4,5,0,0,liuyi_SH
1043,18,0,8,1,17,73,182,600,1,liuyj
50,17,0,0,6,1,2,29,8,1,liuyl-THU
9112,512,1,62,14,724,302,4010,1579,62,liuyong25
152,35,0,18,2,48,20,167,43,2,liuyonghui
140,39,0,10,7,21,96,26,68,21,liuyongjian
1,11,0,0,2,0,110,11,1,2,liuyu-79
166,31,0,13,1,84,81,120,42,13,liuyu
17,13,0,1,0,0,21,26,2,1,liuyu1982
14,4,0,5,8,20,155,21,5,12,liuyu9045
0,0,0,0,0,0,1,31,0,1,liuyuan
25,7,0,1,0,5,7,14,9,1,liuyuanfan
2,2,0,0,0,0,4,6,0,13,liuyubin
36,48,0,20,2,254,194,51,15,97,liuyuchao
1068,94,0,59,62,230,461,457,306,136,liuyue
0,1,0,0,0,0,2,2,0,16,liuyueming
13,47,0,17,2,17,177,113,4,96,liuyuhuan
4,11,0,2,0,1,3,0,1,6,liuyunts
3,4,0,0,0,1,43,19,0,4,liuyunzhao
6,2,0,0,0,0,6,2,5,14,liuyuxin
53,25,0,9,2,27,67,14,12,3,liuyu_net
8,13,0,1,0,6,17,37,4,8,liuzd
1,2,0,0,3,0,54,9,0,30,liuze
0,1,0,3,2,1,20,7,0,7,liuzelei
0,1,0,2,0,0,4,3,0,10,liuzhanke
0,1,0,0,0,0,1,2,0,9,liuzhe
1,8,0,1,1,3,21,15,3,41,liuzhenfeng
0,2,0,0,0,0,26,2,1,45,liuzhengrong
0,5,0,0,6,0,81,13,1,14,liuzhf
2,4,0,0,1,0,79,82,1,2,liuzhigang
380,129,0,2,0,21,65,156,136,1,liuzhiguo
26,55,0,9,1,82,23,16,25,1,liuzhijie
89,8,0,0,1,0,173,24,30,13,liuzhijun
46,48,0,0,8,0,67,12,16,20,liuzhitao
130,14,4,9,0,17,225,269,11,25,liuzhou
33,1,0,23,0,352,3300,92,4,39,liuzhuang
0,1,0,0,0,0,24,0,0,1,liuzongbin
27,12,0,0,0,1,29,72,26,46,liuzuoyun
1,2,0,0,0,0,13,5,0,4,liuzuq
0,4,0,1,1,0,7,4,0,32,liuzv
6,12,0,0,0,18,75,51,2,52,liuzy
3,4,0,0,4,0,113,19,0,21,liu_wen
1,3,0,1,1,7,32,16,2,2,liu_yang
28,14,0,8,3,34,28,4,6,3,liveagain
37,34,0,9,0,17,39,21,13,2,livedevil
1,2,0,3,3,8,14,2,0,26,livefred
32,6,0,2,4,0,120,19,19,3,livehao
224,18,0,0,2,0,87,283,150,38,livelyming
62,39,0,2,10,14,231,40,19,28,liveme
121,25,0,13,2,42,122,148,55,4,livermore
0,2,0,7,1,18,105,11,0,87,livermorethan
41,8,0,5,0,7,20,7,6,2,LiveToDie
230,80,0,17,7,40,961,455,89,21,livevol
1218,28,0,2,0,116,62,721,498,6,liveyee
2763,65,0,3,2,9,295,1322,963,36,livik
2,4,0,0,0,0,47,5,1,23,LiWANG
0,2,0,0,0,2,10,2,0,4,liwb
0,1,0,0,0,0,3,0,0,5,liwei-75
1,10,0,3,8,4,20,1,2,88,liwei.tk
0,0,0,0,1,0,2,25,0,6,liweijian
10,2,0,1,0,0,17,21,4,1,liweijie
1,1,0,0,0,0,7,6,1,16,liweiyan
1,1,0,0,0,0,2,2,0,19,liweiyi
0,4,0,1,0,0,2,0,1,7,liweiyong
10,7,0,2,2,5,39,37,5,9,liwenbing
18,19,0,0,0,0,23,11,3,6,liwendy
35,17,0,8,7,34,180,70,18,11,liwenjun
0,0,0,0,0,0,0,0,0,0,liwenlong
84,37,0,12,1,58,82,44,28,7,liws
7,8,0,13,8,60,88,18,4,16,lixajh
19,5,0,0,0,0,16,7,9,5,lixi
0,0,0,0,1,5,24,48,0,1,lixiangchi
604,70,0,12,1,27,814,887,256,47,lixiangmin
40,19,0,26,0,48,21,20,17,1,lixiangpei
3,5,0,2,18,6,130,6,3,42,lixiao-qiang
59,46,0,8,1,23,55,36,11,2,lixiaobin
1,6,0,1,0,1,3,8,1,21,lixiaofeng
0,0,0,0,0,0,7,29,0,2,lixiaohai
545,96,0,55,1,282,124,51,55,5,lixiaohui
24,2,0,0,6,0,41,57,10,21,lixiaojie
20,9,0,0,0,0,28,37,7,5,lixiaomeng
0,1,0,0,0,0,14,2,0,19,lixiaomin
158,15,0,1,4,4,38,12,29,15,lixiaotian
0,0,0,1,8,0,108,38,0,10,lixiaotong
3,7,0,4,0,11,23,12,2,7,lixiaoxia
1046,50,2,0,4,6,203,863,382,29,lixiaoxu
5,9,0,1,0,1,25,41,5,20,lixiaoyue
75,10,0,2,1,2,28,59,46,1,lixiaozi
70,32,0,4,5,15,110,29,20,9,lixincan
1,1,0,0,0,0,2,0,0,0,lixing17
17,9,0,3,16,1,72,9,8,1,lixinliang
34,37,0,8,1,3,31,38,9,15,lixinxyz
7,5,0,1,0,4,47,3,0,2,lixinyi
19,17,0,1,8,7,17,17,13,36,lixionghui
0,1,0,1,0,4,10,1,0,4,lixnhehe
117,5,0,1,0,6,10,41,14,2,lixu
1,6,0,0,0,0,85,13,2,8,lixu2012
2492,72,0,3,0,68,234,1030,440,28,lixuan
0,4,0,0,0,0,2,12,0,3,lixuefeng
53,51,0,2,0,0,15,52,30,8,lixuehua
2,5,0,0,2,0,60,27,2,33,lixuekai
4,11,0,3,0,5,358,50,4,1,lixueming
1727,89,0,6,1,10,111,508,734,5,lixueshi
1,11,0,2,0,1,8,8,0,22,lixuguang
4,10,0,3,4,11,18,12,3,1,lixun
28,32,0,13,1,53,107,78,7,10,lixun7
52,81,0,114,14,488,302,161,16,22,Lixunhuan
0,0,0,0,2,0,17,3,0,6,lixuzhou
102,16,0,18,16,139,88,38,30,18,liyadong
20,22,0,1,3,6,116,47,5,2,liyajie
595,14,0,0,0,0,31,26,111,2,liyalin
3,8,0,3,1,0,49,23,0,14,liyang
7,17,0,7,0,20,22,126,9,1,liyanjie
0,4,0,2,0,5,4,6,0,1,liyansong
51,7,0,1,3,2,69,50,12,1,liyanwei
101,9,0,3,1,4,19,6,11,31,liyanx
13,4,0,3,5,2,5,13,8,10,liyatao
4,9,0,0,2,0,1,0,2,2,liyatong
0,0,0,3,0,12,15,5,0,4,liyibo
3,6,0,1,0,3,14,6,1,1,liyifei
1,2,0,0,0,0,6,2,1,1,liyijun
5,8,0,0,0,0,160,160,7,26,liyin
4,2,0,0,0,0,4,6,0,1,liyinfu
1,1,0,0,1,0,4,0,0,1,liying711
7875,169,37,14,1,51,71,2339,1122,38,liyinwind
44,1,0,0,0,0,4,37,9,6,liyipeng
4,4,0,3,3,4,85,65,3,1,liyn861104
8,17,0,2,3,35,232,28,6,2,liyonghua
0,2,0,0,1,0,20,4,1,12,liyonghui
2,5,0,2,4,2,7,17,0,4,liyoro
298,100,0,10,2,29,66,81,80,3,liyou
168,7,0,1,3,1,64,42,47,3,liyu1990
104,14,0,3,0,1,9,9,32,5,liyuan0101
14,4,0,3,13,1,54,31,3,19,liyuance
9,9,0,2,19,5,179,20,3,7,liyucai
0,3,0,0,4,0,28,4,0,2,liyuji
0,1,0,2,4,5,96,8,0,2,liyun
17,25,0,11,0,39,73,69,5,3,liyunjiang
2,5,0,1,0,7,12,18,1,0,liyunlong
0,1,0,0,0,0,3,4,0,17,liyunzhi
6,8,0,0,1,0,6,5,1,5,liyuwo
3,3,0,3,1,7,13,6,2,14,liyy
12,8,0,7,3,6,7,11,6,7,liz0326
0,1,0,2,0,3,3,1,0,22,liza
0,2,0,0,0,0,9,1,0,6,lizeqiang
9,21,0,6,0,7,21,11,5,1,lizhan
0,2,0,3,0,15,31,22,0,8,lizhang
1,2,0,0,1,1,10,3,2,7,lizhe
477,189,0,28,6,20,92,176,125,6,lizhecome
104,30,0,4,6,9,63,39,35,11,lizhen56
48,40,0,2,1,25,205,89,20,8,lizheng-27
2,4,0,0,0,2,16,7,1,1,lizhenjing
244,135,0,6,4,3,36,652,87,5,lizhenyu
44,2,0,0,0,0,360,71,30,92,lizhi
8,27,0,5,0,7,101,34,7,12,lizhifeng
4,12,0,25,2,2,129,85,3,10,lizhihong
5,8,0,7,0,14,10,68,2,5,lizhijundotcom
0,0,0,0,1,0,23,11,0,46,lizhirui
2,1,0,0,0,0,3,12,0,4,lizijian
0,1,0,0,0,5,15,11,0,8,liziping
1,2,0,4,0,18,4,5,0,18,liziyu
80,19,0,3,11,145,86,39,20,14,lizizheng
22,9,0,1,1,1,34,10,2,3,li_bo
21,21,0,3,0,5,41,34,18,22,li_feng
4,1,0,0,0,0,2,1,1,1,li_hui
8,7,0,3,0,13,5,48,3,17,Li_Mi
0,2,0,0,0,0,6,4,0,18,li_xiaoyu
0,0,0,0,2,0,0,0,0,12,li_yang
0,0,0,0,1,243,73,45,0,22,li_ye
21,6,0,0,0,0,33,7,7,2,li_zhenning
18,10,0,3,2,17,10,15,9,21,lj30936
134,22,0,0,10,0,83,32,59,16,lj5409
194,29,0,2,4,3,97,107,78,1,ljay
0,6,0,0,0,0,3,2,0,8,ljfei
1,2,0,0,0,0,7,3,0,7,ljhUncle
0,4,0,1,0,0,11,6,0,1,ljunbit
36,4,0,4,0,0,22,24,5,7,ljung
366,19,0,0,1,13,38,565,161,4,ljxue
1,1,0,0,1,0,6,3,1,17,ljzorz
166,75,0,5,1,15,148,42,87,22,lkaiesr
29,24,0,4,1,7,76,43,6,19,lldong
304,2,31,4,32,698,219,166,64,347,lleiou
27,9,0,3,0,137,32,28,15,18,lleo
1,11,0,3,0,2,37,6,4,1,llghjl
21,10,0,1,1,6,3,20,7,23,llhe
15,28,0,5,0,21,60,70,8,46,llian-jie
13,16,0,6,0,23,45,16,7,3,lljyl
15,18,0,0,0,0,0,20,6,18,lllin
12,5,0,1,2,0,50,35,1,6,llll
23,26,0,1,0,3,3,79,19,51,llllllll
0,2,0,0,1,0,9,1,0,34,lllluuukke
1,4,0,1,13,3,36,4,0,1,llohellohe
0,4,0,0,0,0,60,3,0,1,lloyd-zhang
79,64,0,6,0,16,73,22,44,1,llpslive
0,1,0,0,0,0,2,1,0,15,llsong-ying-zhe-ml
4,3,0,0,0,0,2,17,1,1,lluo-chao
0,2,0,0,0,0,6,2,2,5,lluo-jiang
4,6,0,1,1,3,13,10,3,1,llwei
0,0,0,2,1,2,27,0,0,3,lmac
52,43,0,0,2,1,137,19,4,6,lmessi
0,1,0,4,5,4,7,4,0,26,lmhray
71,24,0,21,16,39,379,68,19,23,lmk0102
61,21,0,10,18,47,170,39,19,82,lmlin
19,3,0,0,2,0,5,14,2,1,lmmonica
0,2,0,1,0,0,4,5,0,4,lmovie
0,1,0,0,0,3,23,9,0,3,lmscn
2,6,0,0,0,0,36,35,2,1,lmsdl521
1,1,0,1,0,0,58,5,0,22,lnahy
237,50,0,1,1,32,29,71,73,45,lnee
0,0,0,0,0,0,39,14,0,1,lnicol
1,3,0,2,0,0,49,44,0,18,lnls
34,75,0,1,8,6,18,34,28,7,lnsn
131,146,0,16,7,62,888,151,47,22,loadin
0,1,0,0,0,0,6,0,0,5,lobo
802,44,0,1,0,23,94,2044,230,4,localhost
914,158,0,49,3,522,77,174,190,5,location
0,2,0,0,1,0,22,7,1,3,loccyone
89,83,0,1,0,3,24,69,40,1,locke
199,97,0,7,24,21,172,543,82,12,locked
245,113,0,18,2,113,54,38,59,8,lockmove
36,7,0,2,0,12,36,45,11,1,lockon
0,2,0,0,1,0,3,0,0,3,locksley
0,2,0,1,1,1,14,4,1,1,lococa
0,0,0,0,0,0,0,0,0,21,locoo
0,0,0,0,0,0,3,5,0,5,loctman
174,67,0,7,1,42,89,75,41,25,loda
4,6,0,1,0,4,26,18,5,29,lodong
0,0,0,0,0,0,7,5,0,1,loeb1990
972,66,0,20,1,157,42,278,269,74,loene
29,20,0,4,9,15,54,17,5,4,loeshine
39,41,0,7,6,34,96,26,14,21,lofi
8,16,0,4,0,7,44,17,3,58,log-77
192,55,0,37,3,52,146,91,50,6,log318
0,1,0,1,0,0,11,2,0,2,logan-ding
2500,420,0,35,23,176,48,431,521,1,logan
2,1,0,1,0,0,8,21,1,8,loganliu
146,43,0,4,0,2,23,6,13,16,logickin
3641,236,8,5,0,18,249,2220,1026,4,logics12
90,62,0,23,0,256,0,70,15,41,logicthink
9,4,0,0,1,0,43,12,1,1,logtee
12,19,0,7,4,6,279,30,5,50,lohas-edu
6,11,0,3,0,6,2,12,2,0,lohasboy
5,17,0,2,7,5,51,7,4,1,loho
5,5,0,8,0,11,246,8,4,42,Lohoboo
0,0,0,1,7,1,21,0,0,14,lois-11
5,25,0,3,1,13,12,15,5,66,lojojo
0,3,0,0,0,0,6,9,0,4,loker
83,13,0,4,0,29,32,85,22,17,loki-tang
79,21,0,5,1,16,25,53,11,29,lokiliu
1,2,0,1,1,4,6,1,0,7,lokor
0,1,0,0,7,0,15,6,0,8,lola
3271,21,0,0,0,1,263,2480,831,6,lolica
105,23,0,4,0,14,193,61,18,26,lolicon
20,18,0,0,0,0,15,36,5,1,lolita-lolita
0,5,0,0,0,0,2,2,0,39,lolo-32
7,6,0,1,0,0,184,4,2,11,lolocho
2,5,0,0,2,0,27,7,1,34,lolomoe-920
87,23,0,45,2,295,200,144,27,4,lolove
1,2,0,0,0,0,3,1,1,0,lomo21213131
7,7,0,26,3,127,50,9,2,4,lomo5
0,4,0,1,0,0,11,4,0,3,lomonco
0,4,0,0,0,0,14,10,0,13,lona
0,1,0,5,2,7,17,3,0,1,londone
1,9,0,2,0,3,3,2,1,5,lonebird
0,8,0,1,0,5,8,55,1,16,lonedemon
22,18,0,0,0,0,313,78,10,136,lonelist
0,2,0,0,1,0,25,19,0,2,lonelychild
50,20,0,6,8,14,113,61,15,16,lonelydancer
10,36,0,3,1,7,43,22,9,1,lonelyfox
0,2,0,0,0,0,3,3,0,2,lonesome
1,1,0,0,0,0,2,0,1,23,long-bin-78
26,11,0,1,12,3,204,98,12,22,long-bing-hua
87,8,0,8,1,48,40,8,21,2,long-che
1,2,0,0,0,0,2,0,0,7,long-chuan-56
0,2,0,3,1,5,104,49,0,2,long-dan
17,16,0,2,2,2,77,68,7,42,long-dian
0,0,0,0,0,0,153,22,0,1,long-er-82
0,1,0,1,0,2,2,0,0,6,long-er-wa
3,9,0,0,0,0,1,1,2,8,long-fei-97
2,4,0,1,0,1,14,2,0,12,long-fu-rong
0,1,0,0,0,0,2,5,0,5,long-gao-yi
10,24,0,1,0,0,2,8,2,3,long-ge
1,4,0,1,0,0,2,1,1,5,long-hai
2,6,0,0,0,0,3,1,0,12,long-he-yi-evelyn
7,2,0,0,0,0,2,0,4,4,long-jie-zhi
0,1,0,0,0,0,2,0,0,6,long-jing
2,2,0,0,0,0,108,24,0,1,long-jun-min
2,8,0,0,4,0,44,26,2,4,long-lin
6,7,0,3,1,2,7,4,3,85,long-long-wang
0,1,0,0,0,0,0,2,1,8,long-long-wu
32,28,0,3,1,24,40,37,4,1,long-ma
0,0,0,0,0,0,0,0,0,1,long-mao
1,4,0,15,0,10,59,7,0,10,long-qi
0,2,0,0,2,0,4,0,0,18,long-qiang-30
0,13,0,0,2,0,9,4,2,116,long-shao-97
0,1,0,0,0,1,8,1,1,7,long-sheng
0,3,0,1,0,2,3,1,0,4,long-shi-kun
0,1,0,0,0,0,2,1,0,3,long-si-hang
0,2,0,0,0,0,12,4,2,6,long-tai-jun
12,7,0,3,1,8,2,5,7,92,long-teng-czy
0,2,0,0,0,0,2,2,0,5,long-tu-teng
7,2,0,3,0,5,6,1,1,10,long-wei-fu
50,80,0,4,3,24,85,92,17,2,long-wei-jin
68,32,0,5,1,25,31,7,24,62,long-wen-zhang
1,1,0,0,0,0,2,2,0,2,long-wen
1,1,0,1,35,4,77,4,0,10,long-xi-bao
0,3,0,1,0,1,6,3,0,5,long-xiang-yu
0,3,0,0,1,0,0,0,0,3,long-xiao-fei
29,3,0,0,0,0,49,54,5,30,long-xiao-zhou
18,16,0,1,2,15,1,6,8,15,long-yao
4,10,0,1,0,1,7,3,5,0,long-yi-ge
0,3,0,0,0,0,11,9,1,1,long-yin
16,2,0,3,0,6,6,4,2,2,long-you-kang
3,3,0,0,0,0,9,3,3,2,long-yu-88
0,6,0,1,4,2,26,0,0,13,long-yun-xiao
0,4,0,2,8,0,63,1,1,36,long-ze
6,6,0,0,0,0,2,6,14,5,long-zhi-bo
13,9,0,0,0,0,4,9,2,59,long-zhi-shu
11,22,0,0,0,0,2,2,2,11,long-zhu-shu-shu
0,3,0,1,0,0,15,21,0,20,long
1,5,0,3,0,3,2,7,1,22,longago18
240,21,0,5,15,25,174,58,34,15,longcat
0,3,0,1,0,0,23,20,0,5,longfei
27,11,0,6,3,9,88,80,10,2,longhao
97,6,0,1,0,4,0,17,12,163,longht
1,2,0,1,1,1,10,4,0,4,longlee
0,10,0,1,0,4,11,9,0,4,longlihua
5,3,0,0,1,0,5,29,1,14,longlin
1,1,0,1,0,9,59,6,0,2,longlong
1,8,0,1,0,5,1,5,5,4,longmario
23,27,0,4,0,5,11,13,10,11,longmo
1,4,0,4,0,10,12,11,0,6,Longmon
78,58,0,8,4,22,370,27,22,10,longniao
107,16,0,7,0,26,7,17,21,12,longprince
451,22,0,1,0,4,13,79,124,1,longqi
13173,690,0,30,23,179,42,2027,2717,27,longqibing
583,64,0,4,8,31,321,236,166,17,longrenle
15,9,0,0,0,0,8,11,10,10,longtu
145,15,0,2,12,7,392,101,37,131,longway
1169,403,0,4,0,16,0,186,497,19,longway771
3,22,0,0,0,1,12,10,9,4,longworld
0,2,0,2,0,1,9,8,0,53,longxingtianxia
0,10,0,5,0,14,22,10,1,2,longyi
2182,55,0,6,29,24,320,734,518,75,longyinleung
12,13,0,8,2,16,42,4,5,38,longyu
2,25,0,0,4,1,10,6,5,17,lonny
571,42,1,35,5,398,47,176,202,5,lonnyliang
8,19,0,15,4,28,66,54,5,3,lonson
328,28,0,5,0,51,249,587,85,18,loo2k
351,67,0,14,0,54,185,61,65,16,looking
33,18,0,2,5,8,15,28,6,2,lookis
5,3,0,1,0,0,3,1,0,7,looklky
0,1,0,1,1,0,35,11,0,29,looktwice
8,13,0,11,1,33,12,6,4,6,loolz
748,278,0,22,5,126,209,244,185,42,loongson
84,24,0,4,0,18,60,19,21,20,looooooading
974,29,0,1,24,16,218,95,148,8,loopool
1,2,0,0,1,0,4,2,0,1,LooTan
1,1,0,2,1,2,27,21,0,3,lord
0,0,0,0,0,14,12,8,0,7,loremipsum
13,4,0,1,0,11,56,30,3,3,lorenmt
0,1,0,0,2,0,12,0,0,1,loresen
550,32,0,1,3,21,317,491,95,51,lorien
3,3,0,2,2,0,6,2,3,15,lorin
24,22,0,2,2,2,47,5,6,1,losangela
0,0,0,0,1,62,48,48,0,12,loseach
4,7,0,2,4,8,5,3,0,4,loser
223,8,0,1,5,3,143,28,13,24,loserrebecca
3,1,0,0,0,0,0,0,3,0,losevil
9,4,0,1,3,4,32,6,2,4,lost-70
0,3,0,8,1,9,4,4,0,43,lost0563
0,8,0,0,0,1,42,28,0,1,lostangel
13,4,0,3,1,1,6,3,4,5,lostfall
8,10,0,0,6,0,8,10,1,21,lostidea
45034,168,3,0,0,81,79,73277,12258,44,lostin
207,26,0,7,14,12,11,31,45,3,lostland
626,107,0,6,12,30,95,107,115,10,losttime
8,5,0,2,2,0,1,5,11,1,lota
0,7,0,3,0,10,14,0,0,8,lothing
257,47,0,8,2,52,36,41,85,5,lotus-11
4,4,0,4,0,0,7,3,1,7,lotus-23
1,1,0,1,0,4,5,5,0,1,lotus001
21,2,0,0,0,0,23,7,3,1,lotus7land
11,10,0,3,11,9,108,6,4,16,lotusmoon
28,11,0,4,0,5,2,30,4,1,lotuswarrior
9150,826,61,3,1,8,0,4491,2595,13,Lotus_BM
1,1,0,0,0,0,4,0,0,12,lou-chow
64,8,0,5,0,10,178,194,23,2,lou-da-jing
3,6,0,0,0,0,3,3,1,4,lou-dan
1,1,0,0,0,0,23,10,0,11,lou-ding-long
11,9,0,0,0,0,3,17,7,7,lou-fei
0,1,0,0,0,0,2,1,0,6,lou-gao-ming
51,9,0,0,0,0,12,24,8,5,lou-hao-yun
3,5,0,0,0,0,4,16,0,5,lou-hong-gang
111,18,0,1,0,1,10,34,16,9,lou-hui
7,10,0,3,4,9,16,0,2,16,lou-jian-hang
4121,61,0,25,10,227,187,1376,976,13,lou-jun-ting
0,1,0,3,0,9,7,6,0,8,lou-lou-yang
1797,151,0,55,9,461,157,1610,387,55,lou-lou
0,1,0,0,0,0,2,0,0,5,lou-ping-ping
0,0,0,0,0,0,16,0,0,3,lou-ting
3,2,0,0,0,0,0,1,4,0,lou-wei-wei
5,3,0,8,1,15,9,5,0,9,lou-xi-an
0,1,0,0,0,0,4,1,0,6,lou-xiao-fei
1,6,0,7,7,20,14,0,2,1,lou-xuan
2,6,0,2,2,1,8,6,0,11,lou-yiyi
8523,30,1,18,10,124,270,2953,2503,20,loui5
3,11,0,1,0,2,60,36,3,1,Louis
60,14,0,29,1,130,27,32,41,4,louise-92
54,36,0,3,0,24,44,80,18,47,louise814
0,0,0,0,0,0,40,23,0,2,louisvuitton
207,18,0,1,0,3,76,48,27,3,LouisZhu
10,2,0,0,3,1,24,40,3,3,loujinyu
49,40,0,5,1,7,21,29,13,390,loulijun
30,25,0,1,15,18,265,25,6,39,louxiaxz
10,10,0,4,0,3,34,48,6,11,louxingbing
7,7,0,0,2,0,7,4,0,13,louzi
2,4,0,1,0,0,8,0,0,32,love-17.com
0,1,0,0,0,0,2,13,1,0,love
0,3,0,0,2,0,15,3,0,1,love51win
13,15,0,0,1,0,38,24,5,11,lovebirdegg
2,19,0,6,0,10,149,25,5,34,lovecdw
1,4,0,0,0,0,16,17,1,19,lovedanss
0,3,0,0,0,0,1,4,1,8,loveday2002
39515,587,81,75,11,847,705,81422,10222,33,lovefcb
10,7,0,3,1,4,41,36,0,2,loveheleneveryday
175,10,0,12,0,39,105,81,17,36,loveig
643,230,0,5,5,24,258,251,235,104,loveisbug
13,10,0,2,0,4,4,204,6,0,lovekym
80,4,0,1,7,15,77,23,53,8,lovelace
3,7,0,0,0,0,5,3,3,9,lovelaw
2,1,0,1,0,5,33,2,1,15,lovell
1,3,0,0,0,0,7,20,0,3,lovelysunzhe
1020,84,0,1,0,14,23,81,115,4,lovemewing
10,10,0,0,8,0,106,3,2,3,lovemov6111111
6,5,0,0,0,0,6,5,4,6,lovemydog
0,5,0,2,1,1,34,7,2,67,loven
61,103,0,18,0,4,4,128,26,90,lover
1,3,0,0,12,18,37,94,0,3,LoVeronica
1,1,0,2,0,0,3,8,0,0,loverose
